Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart
2019,08,24,8,La Cancion,J Balvin,Bad Bunny,7,7
2019,08,24,9,Mi Gente,J Balvin,Willy William,1,111
2019,08,24,9,Mi Gente,J Balvin,Beyonce,1,111
2019,08,24,10,MIA,Bad Bunny,Drake,1,44
2019,08,24,11,Taki Taki,DJ Snake,Selena Gomez,1,46
2019,08,24,11,Taki Taki,DJ Snake,Ozuna,1,46
2019,08,24,11,Taki Taki,DJ Snake,Cardi B,1,46
2019,08,24,12,Calma,Pedro Capo,Farruko,5,33
2019,08,24,13,Loco Contigo,DJ Snake,J Balvin,10,9
2019,08,24,13,Loco Contigo,DJ Snake,Tyga,10,9
2019,08,24,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,51
2019,08,24,15,Si Se Da,Myke Towers,Farruko,15,3
2019,08,24,16,Te Bote,Casper Magico,Nio Garcia,1,68
2019,08,24,16,Te Bote,Casper Magico,Darell,1,68
2019,08,24,16,Te Bote,Casper Magico,Nicky Jam,1,68
2019,08,24,16,Te Bote,Casper Magico,Ozuna,1,68
2019,08,24,16,Te Bote,Casper Magico,Bad Bunny,1,68
2019,08,24,17,11 PM,Maluma,,16,12
2019,08,24,18,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,33
2019,08,24,19,Baila Baila Baila,Ozuna,Daddy Yankee,6,26
2019,08,24,19,Baila Baila Baila,Ozuna,J Balvin,6,26
2019,08,24,19,Baila Baila Baila,Ozuna,Farruko,6,26
2019,08,24,19,Baila Baila Baila,Ozuna,Anuel AA,6,26
2019,08,24,20,Que Pretendes,J Balvin,Bad Bunny,3,7
2019,08,24,21,Te Robare,Nicky Jam,Ozuna,6,21
2019,08,24,22,Secreto,Anuel AA,Karol G,4,31
2019,08,24,23,HP,Maluma,,8,24
2019,08,24,24,Con Altura,Rosalia,J Balvin,16,19
2019,08,24,24,Con Altura,Rosalia,El Guincho,16,19
2019,08,24,25,Waka Waka (Esto Es Africa),Shakira,Freshlyground,1,143
2019,08,31,1,China,Anuel AA,Daddy Yankee,1,5
2019,08,31,1,China,Anuel AA,Karol G,1,5
2019,08,31,1,China,Anuel AA,Ozuna,1,5
2019,08,31,1,China,Anuel AA,J Balvin,1,5
2019,08,31,2,Otro Trago,Sech,Darell,1,16
2019,08,31,2,Otro Trago,Sech,Nicky Jam,1,16
2019,08,31,2,Otro Trago,Sech,Ozuna,1,16
2019,08,31,2,Otro Trago,Sech,Anuel AA,1,16
2019,08,31,3,Callaita,Bad Bunny,Tainy,2,12
2019,08,31,4,No Me Conoce,Jhay Cortez,J Balvin,3,13
2019,08,31,4,No Me Conoce,Jhay Cortez,Bad Bunny,3,13
2019,08,31,5,Con Calma,Daddy Yankee,Snow,1,30
2019,08,31,6,La Cancion,J Balvin,Bad Bunny,6,8
2019,08,31,7,Soltera,Lunay,Daddy Yankee,2,15
2019,08,31,7,Soltera,Lunay,Bad Bunny,2,15
2019,08,31,8,Despacito,Luis Fonsi,Daddy Yankee,1,136
2019,08,31,8,Despacito,Luis Fonsi,Justin Bieber,1,136
2019,08,31,9,Si Se Da,Myke Towers,Farruko,9,4
2019,08,31,10,MIA,Bad Bunny,Drake,1,45
2019,08,31,11,Mi Gente,J Balvin,Willy William,1,112
2019,08,31,11,Mi Gente,J Balvin,Beyonce,1,112
2019,08,31,12,Taki Taki,DJ Snake,Selena Gomez,1,47
2019,08,31,12,Taki Taki,DJ Snake,Ozuna,1,47
2019,08,31,12,Taki Taki,DJ Snake,Cardi B,1,47
2019,08,31,13,Calma,Pedro Capo,Farruko,5,34
2019,08,31,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,52
2019,08,31,15,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,15,1
2019,08,31,16,Loco Contigo,DJ Snake,J Balvin,10,10
2019,08,31,16,Loco Contigo,DJ Snake,Tyga,10,10
2019,08,31,17,11 PM,Maluma,,16,13
2019,08,31,18,Te Bote,Casper Magico,Nio Garcia,1,69
2019,08,31,18,Te Bote,Casper Magico,Darell,1,69
2019,08,31,18,Te Bote,Casper Magico,Nicky Jam,1,69
2019,08,31,18,Te Bote,Casper Magico,Ozuna,1,69
2019,08,31,18,Te Bote,Casper Magico,Bad Bunny,1,69
2019,08,31,19,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,34
2019,08,31,20,Que Pretendes,J Balvin,Bad Bunny,3,8
2019,08,31,21,Con Altura,Rosalia,J Balvin,16,20
2019,08,31,21,Con Altura,Rosalia,El Guincho,16,20
2019,08,31,22,Baila Baila Baila,Ozuna,Daddy Yankee,6,27
2019,08,31,22,Baila Baila Baila,Ozuna,J Balvin,6,27
2019,08,31,22,Baila Baila Baila,Ozuna,Farruko,6,27
2019,08,31,22,Baila Baila Baila,Ozuna,Anuel AA,6,27
2019,08,31,23,Secreto,Anuel AA,Karol G,4,32
2019,08,31,24,Te Robare,Nicky Jam,Ozuna,6,22
2019,08,31,25,HP,Maluma,,8,25
2019,09,07,1,China,Anuel AA,Daddy Yankee,1,6
2019,09,07,1,China,Anuel AA,Karol G,1,6
2019,09,07,1,China,Anuel AA,Ozuna,1,6
2019,09,07,1,China,Anuel AA,J Balvin,1,6
2019,09,07,2,Otro Trago,Sech,Darell,1,17
2019,09,07,2,Otro Trago,Sech,Nicky Jam,1,17
2019,09,07,2,Otro Trago,Sech,Ozuna,1,17
2019,09,07,2,Otro Trago,Sech,Anuel AA,1,17
2019,09,07,3,Callaita,Bad Bunny,Tainy,2,13
2019,09,07,4,Con Calma,Daddy Yankee,Snow,1,31
2019,09,07,5,No Me Conoce,Jhay Cortez,J Balvin,3,14
2019,09,07,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,14
2019,09,07,6,La Cancion,J Balvin,Bad Bunny,6,9
2019,09,07,7,Despacito,Luis Fonsi,Daddy Yankee,1,137
2019,09,07,7,Despacito,Luis Fonsi,Justin Bieber,1,137
2019,09,07,8,Soltera,Lunay,Daddy Yankee,2,16
2019,09,07,8,Soltera,Lunay,Bad Bunny,2,16
2019,09,07,9,Adicto,Tainy,Anuel AA,9,1
2019,09,07,9,Adicto,Tainy,Ozuna,9,1
2019,09,07,10,MIA,Bad Bunny,Drake,1,46
2019,09,07,11,Mi Gente,J Balvin,Willy William,1,113
2019,09,07,11,Mi Gente,J Balvin,Beyonce,1,113
2019,09,07,12,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,2
2019,09,07,13,Taki Taki,DJ Snake,Selena Gomez,1,48
2019,09,07,13,Taki Taki,DJ Snake,Ozuna,1,48
2019,09,07,13,Taki Taki,DJ Snake,Cardi B,1,48
2019,09,07,14,Si Se Da,Myke Towers,Farruko,9,5
2019,09,07,15,Calma,Pedro Capo,Farruko,5,35
2019,09,07,16,Ella Quiere Beber,Anuel AA,Romeo Santos,4,53
2019,09,07,17,Loco Contigo,DJ Snake,J Balvin,10,11
2019,09,07,17,Loco Contigo,DJ Snake,Tyga,10,11
2019,09,07,18,Con Altura,Rosalia,J Balvin,16,21
2019,09,07,18,Con Altura,Rosalia,El Guincho,16,21
2019,09,07,19,Te Bote,Casper Magico,Nio Garcia,1,70
2019,09,07,19,Te Bote,Casper Magico,Darell,1,70
2019,09,07,19,Te Bote,Casper Magico,Nicky Jam,1,70
2019,09,07,19,Te Bote,Casper Magico,Ozuna,1,70
2019,09,07,19,Te Bote,Casper Magico,Bad Bunny,1,70
2019,09,07,20,Que Pretendes,J Balvin,Bad Bunny,3,9
2019,09,07,21,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,35
2019,09,07,22,11 PM,Maluma,,16,14
2019,09,07,23,Baila Baila Baila,Ozuna,Daddy Yankee,6,28
2019,09,07,23,Baila Baila Baila,Ozuna,J Balvin,6,28
2019,09,07,23,Baila Baila Baila,Ozuna,Farruko,6,28
2019,09,07,23,Baila Baila Baila,Ozuna,Anuel AA,6,28
2019,09,07,24,Secreto,Anuel AA,Karol G,4,33
2019,09,07,25,Te Robare,Nicky Jam,Ozuna,6,23
2019,09,14,1,China,Anuel AA,Daddy Yankee,1,7
2019,09,14,1,China,Anuel AA,Karol G,1,7
2019,09,14,1,China,Anuel AA,Ozuna,1,7
2019,09,14,1,China,Anuel AA,J Balvin,1,7
2019,09,14,2,Otro Trago,Sech,Darell,1,18
2019,09,14,2,Otro Trago,Sech,Nicky Jam,1,18
2019,09,14,2,Otro Trago,Sech,Ozuna,1,18
2019,09,14,2,Otro Trago,Sech,Anuel AA,1,18
2019,09,14,3,Callaita,Bad Bunny,Tainy,2,14
2019,09,14,4,No Me Conoce,Jhay Cortez,J Balvin,3,15
2019,09,14,4,No Me Conoce,Jhay Cortez,Bad Bunny,3,15
2019,09,14,5,Con Calma,Daddy Yankee,Snow,1,32
2019,09,14,6,La Cancion,J Balvin,Bad Bunny,6,10
2019,09,14,7,Adicto,Tainy,Anuel AA,7,2
2019,09,14,7,Adicto,Tainy,Ozuna,7,2
2019,09,14,8,Despacito,Luis Fonsi,Daddy Yankee,1,138
2019,09,14,8,Despacito,Luis Fonsi,Justin Bieber,1,138
2019,09,14,9,Soltera,Lunay,Daddy Yankee,2,17
2019,09,14,9,Soltera,Lunay,Bad Bunny,2,17
2019,09,14,10,Mi Gente,J Balvin,Willy William,1,114
2019,09,14,10,Mi Gente,J Balvin,Beyonce,1,114
2019,09,14,11,MIA,Bad Bunny,Drake,1,47
2019,09,14,12,Taki Taki,DJ Snake,Selena Gomez,1,49
2019,09,14,12,Taki Taki,DJ Snake,Ozuna,1,49
2019,09,14,12,Taki Taki,DJ Snake,Cardi B,1,49
2019,09,14,13,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,3
2019,09,14,14,Loco Contigo,DJ Snake,J Balvin,10,12
2019,09,14,14,Loco Contigo,DJ Snake,Tyga,10,12
2019,09,14,15,Calma,Pedro Capo,Farruko,5,36
2019,09,14,16,Ella Quiere Beber,Anuel AA,Romeo Santos,4,54
2019,09,14,17,Si Se Da,Myke Towers,Farruko,9,6
2019,09,14,18,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,36
2019,09,14,19,Con Altura,Rosalia,J Balvin,16,22
2019,09,14,19,Con Altura,Rosalia,El Guincho,16,22
2019,09,14,20,Te Bote,Casper Magico,Nio Garcia,1,71
2019,09,14,20,Te Bote,Casper Magico,Darell,1,71
2019,09,14,20,Te Bote,Casper Magico,Nicky Jam,1,71
2019,09,14,20,Te Bote,Casper Magico,Ozuna,1,71
2019,09,14,20,Te Bote,Casper Magico,Bad Bunny,1,71
2019,09,14,21,Que Pretendes,J Balvin,Bad Bunny,3,10
2019,09,14,22,11 PM,Maluma,,16,15
2019,09,14,23,HP,Maluma,,8,26
2019,09,14,24,Baila Baila Baila,Ozuna,Daddy Yankee,6,29
2019,09,14,24,Baila Baila Baila,Ozuna,J Balvin,6,29
2019,09,14,24,Baila Baila Baila,Ozuna,Farruko,6,29
2019,09,14,24,Baila Baila Baila,Ozuna,Anuel AA,6,29
2019,09,14,25,Secreto,Anuel AA,Karol G,4,34
2019,09,21,1,China,Anuel AA,Daddy Yankee,1,8
2019,09,21,1,China,Anuel AA,Karol G,1,8
2019,09,21,1,China,Anuel AA,Ozuna,1,8
2019,09,21,1,China,Anuel AA,J Balvin,1,8
2019,09,21,2,Otro Trago,Sech,Darell,1,19
2019,09,21,2,Otro Trago,Sech,Nicky Jam,1,19
2019,09,21,2,Otro Trago,Sech,Ozuna,1,19
2019,09,21,2,Otro Trago,Sech,Anuel AA,1,19
2019,09,21,3,Callaita,Bad Bunny,Tainy,2,15
2019,09,21,4,No Me Conoce,Jhay Cortez,J Balvin,3,16
2019,09,21,4,No Me Conoce,Jhay Cortez,Bad Bunny,3,16
2019,09,21,5,Con Calma,Daddy Yankee,Snow,1,33
2019,09,21,6,Despacito,Luis Fonsi,Daddy Yankee,1,139
2019,09,21,6,Despacito,Luis Fonsi,Justin Bieber,1,139
2019,09,21,7,La Cancion,J Balvin,Bad Bunny,6,11
2019,09,21,8,Adicto,Tainy,Anuel AA,7,3
2019,09,21,8,Adicto,Tainy,Ozuna,7,3
2019,09,21,9,Soltera,Lunay,Daddy Yankee,2,18
2019,09,21,9,Soltera,Lunay,Bad Bunny,2,18
2019,09,21,10,Mi Gente,J Balvin,Willy William,1,115
2019,09,21,10,Mi Gente,J Balvin,Beyonce,1,115
2019,09,21,11,MIA,Bad Bunny,Drake,1,48
2019,09,21,12,Taki Taki,DJ Snake,Selena Gomez,1,50
2019,09,21,12,Taki Taki,DJ Snake,Ozuna,1,50
2019,09,21,12,Taki Taki,DJ Snake,Cardi B,1,50
2019,09,21,13,Loco Contigo,DJ Snake,J Balvin,10,13
2019,09,21,13,Loco Contigo,DJ Snake,Tyga,10,13
2019,09,21,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,55
2019,09,21,15,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,4
2019,09,21,16,Calma,Pedro Capo,Farruko,5,37
2019,09,21,17,Si Se Da,Myke Towers,Farruko,9,7
2019,09,21,18,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,37
2019,09,21,19,Te Bote,Casper Magico,Nio Garcia,1,72
2019,09,21,19,Te Bote,Casper Magico,Darell,1,72
2019,09,21,19,Te Bote,Casper Magico,Nicky Jam,1,72
2019,09,21,19,Te Bote,Casper Magico,Ozuna,1,72
2019,09,21,19,Te Bote,Casper Magico,Bad Bunny,1,72
2019,09,21,20,Que Pretendes,J Balvin,Bad Bunny,3,11
2019,09,21,21,Con Altura,Rosalia,J Balvin,16,23
2019,09,21,21,Con Altura,Rosalia,El Guincho,16,23
2019,09,21,22,11 PM,Maluma,,16,16
2019,09,21,23,Baila Baila Baila,Ozuna,Daddy Yankee,6,30
2019,09,21,23,Baila Baila Baila,Ozuna,J Balvin,6,30
2019,09,21,23,Baila Baila Baila,Ozuna,Farruko,6,30
2019,09,21,23,Baila Baila Baila,Ozuna,Anuel AA,6,30
2019,09,21,24,Secreto,Anuel AA,Karol G,4,35
2019,09,21,25,HP,Maluma,,8,27
2019,09,28,1,China,Anuel AA,Daddy Yankee,1,9
2019,09,28,1,China,Anuel AA,Karol G,1,9
2019,09,28,1,China,Anuel AA,Ozuna,1,9
2019,09,28,1,China,Anuel AA,J Balvin,1,9
2019,09,28,2,Otro Trago,Sech,Darell,1,20
2019,09,28,2,Otro Trago,Sech,Nicky Jam,1,20
2019,09,28,2,Otro Trago,Sech,Ozuna,1,20
2019,09,28,2,Otro Trago,Sech,Anuel AA,1,20
2019,09,28,3,Callaita,Bad Bunny,Tainy,2,16
2019,09,28,4,Adicto,Tainy,Anuel AA,4,4
2019,09,28,4,Adicto,Tainy,Ozuna,4,4
2019,09,28,5,No Me Conoce,Jhay Cortez,J Balvin,3,17
2019,09,28,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,17
2019,09,28,6,Despacito,Luis Fonsi,Daddy Yankee,1,140
2019,09,28,6,Despacito,Luis Fonsi,Justin Bieber,1,140
2019,09,28,7,Con Calma,Daddy Yankee,Snow,1,34
2019,09,28,8,La Cancion,J Balvin,Bad Bunny,6,12
2019,09,28,9,Soltera,Lunay,Daddy Yankee,2,19
2019,09,28,9,Soltera,Lunay,Bad Bunny,2,19
2019,09,28,10,Mi Gente,J Balvin,Willy William,1,116
2019,09,28,10,Mi Gente,J Balvin,Beyonce,1,116
2019,09,28,11,MIA,Bad Bunny,Drake,1,49
2019,09,28,12,Taki Taki,DJ Snake,Selena Gomez,1,51
2019,09,28,12,Taki Taki,DJ Snake,Ozuna,1,51
2019,09,28,12,Taki Taki,DJ Snake,Cardi B,1,51
2019,09,28,13,Loco Contigo,DJ Snake,J Balvin,10,14
2019,09,28,13,Loco Contigo,DJ Snake,Tyga,10,14
2019,09,28,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,56
2019,09,28,15,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,38
2019,09,28,16,Calma,Pedro Capo,Farruko,5,38
2019,09,28,17,Te Bote,Casper Magico,Nio Garcia,1,73
2019,09,28,17,Te Bote,Casper Magico,Darell,1,73
2019,09,28,17,Te Bote,Casper Magico,Nicky Jam,1,73
2019,09,28,17,Te Bote,Casper Magico,Ozuna,1,73
2019,09,28,17,Te Bote,Casper Magico,Bad Bunny,1,73
2019,09,28,18,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,5
2019,09,28,19,Si Se Da,Myke Towers,Farruko,9,8
2019,09,28,20,Que Calor,Major Lazer,J Balvin,20,1
2019,09,28,20,Que Calor,Major Lazer,El Alfa,20,1
2019,09,28,21,Con Altura,Rosalia,J Balvin,16,24
2019,09,28,21,Con Altura,Rosalia,El Guincho,16,24
2019,09,28,22,Que Pretendes,J Balvin,Bad Bunny,3,12
2019,09,28,23,11 PM,Maluma,,16,17
2019,09,28,24,Baila Baila Baila,Ozuna,Daddy Yankee,6,31
2019,09,28,24,Baila Baila Baila,Ozuna,J Balvin,6,31
2019,09,28,24,Baila Baila Baila,Ozuna,Farruko,6,31
2019,09,28,24,Baila Baila Baila,Ozuna,Anuel AA,6,31
2019,09,28,25,Secreto,Anuel AA,Karol G,4,36
2019,10,05,1,Otro Trago,Sech,Darell,1,21
2019,10,05,1,Otro Trago,Sech,Nicky Jam,1,21
2019,10,05,1,Otro Trago,Sech,Ozuna,1,21
2019,10,05,1,Otro Trago,Sech,Anuel AA,1,21
2019,10,05,2,China,Anuel AA,Daddy Yankee,1,10
2019,10,05,2,China,Anuel AA,Karol G,1,10
2019,10,05,2,China,Anuel AA,Ozuna,1,10
2019,10,05,2,China,Anuel AA,J Balvin,1,10
2019,10,05,3,Adicto,Tainy,Anuel AA,3,5
2019,10,05,3,Adicto,Tainy,Ozuna,3,5
2019,10,05,4,Callaita,Bad Bunny,Tainy,2,17
2019,10,05,5,No Me Conoce,Jhay Cortez,J Balvin,3,18
2019,10,05,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,18
2019,10,05,6,Despacito,Luis Fonsi,Daddy Yankee,1,141
2019,10,05,6,Despacito,Luis Fonsi,Justin Bieber,1,141
2019,10,05,7,Con Calma,Daddy Yankee,Snow,1,35
2019,10,05,8,La Cancion,J Balvin,Bad Bunny,6,13
2019,10,05,9,Soltera,Lunay,Daddy Yankee,2,20
2019,10,05,9,Soltera,Lunay,Bad Bunny,2,20
2019,10,05,10,Mi Gente,J Balvin,Willy William,1,117
2019,10,05,10,Mi Gente,J Balvin,Beyonce,1,117
2019,10,05,11,Taki Taki,DJ Snake,Selena Gomez,1,52
2019,10,05,11,Taki Taki,DJ Snake,Ozuna,1,52
2019,10,05,11,Taki Taki,DJ Snake,Cardi B,1,52
2019,10,05,12,MIA,Bad Bunny,Drake,1,50
2019,10,05,13,Loco Contigo,DJ Snake,J Balvin,10,15
2019,10,05,13,Loco Contigo,DJ Snake,Tyga,10,15
2019,10,05,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,57
2019,10,05,15,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,39
2019,10,05,16,Calma,Pedro Capo,Farruko,5,39
2019,10,05,17,Te Bote,Casper Magico,Nio Garcia,1,74
2019,10,05,17,Te Bote,Casper Magico,Darell,1,74
2019,10,05,17,Te Bote,Casper Magico,Nicky Jam,1,74
2019,10,05,17,Te Bote,Casper Magico,Ozuna,1,74
2019,10,05,17,Te Bote,Casper Magico,Bad Bunny,1,74
2019,10,05,18,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,6
2019,10,05,19,Si Se Da,Myke Towers,Farruko,9,9
2019,10,05,20,Con Altura,Rosalia,J Balvin,16,25
2019,10,05,20,Con Altura,Rosalia,El Guincho,16,25
2019,10,05,21,11 PM,Maluma,,16,18
2019,10,05,22,Que Pretendes,J Balvin,Bad Bunny,3,13
2019,10,05,23,Baila Baila Baila,Ozuna,Daddy Yankee,6,32
2019,10,05,23,Baila Baila Baila,Ozuna,J Balvin,6,32
2019,10,05,23,Baila Baila Baila,Ozuna,Farruko,6,32
2019,10,05,23,Baila Baila Baila,Ozuna,Anuel AA,6,32
2019,10,05,24,Secreto,Anuel AA,Karol G,4,37
2019,10,05,25,HP,Maluma,,8,28
2019,10,12,1,Adicto,Tainy,Anuel AA,1,6
2019,10,12,1,Adicto,Tainy,Ozuna,1,6
2019,10,12,2,Otro Trago,Sech,Darell,1,22
2019,10,12,2,Otro Trago,Sech,Nicky Jam,1,22
2019,10,12,2,Otro Trago,Sech,Ozuna,1,22
2019,10,12,2,Otro Trago,Sech,Anuel AA,1,22
2019,10,12,3,China,Anuel AA,Daddy Yankee,1,11
2019,10,12,3,China,Anuel AA,Karol G,1,11
2019,10,12,3,China,Anuel AA,Ozuna,1,11
2019,10,12,3,China,Anuel AA,J Balvin,1,11
2019,10,12,4,Callaita,Bad Bunny,Tainy,2,18
2019,10,12,5,No Me Conoce,Jhay Cortez,J Balvin,3,19
2019,10,12,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,19
2019,10,12,6,La Cancion,J Balvin,Bad Bunny,6,14
2019,10,12,7,Despacito,Luis Fonsi,Daddy Yankee,1,142
2019,10,12,7,Despacito,Luis Fonsi,Justin Bieber,1,142
2019,10,12,8,Con Calma,Daddy Yankee,Snow,1,36
2019,10,12,9,Soltera,Lunay,Daddy Yankee,2,21
2019,10,12,9,Soltera,Lunay,Bad Bunny,2,21
2019,10,12,10,Mi Gente,J Balvin,Willy William,1,118
2019,10,12,10,Mi Gente,J Balvin,Beyonce,1,118
2019,10,12,11,Taki Taki,DJ Snake,Selena Gomez,1,53
2019,10,12,11,Taki Taki,DJ Snake,Ozuna,1,53
2019,10,12,11,Taki Taki,DJ Snake,Cardi B,1,53
2019,10,12,12,MIA,Bad Bunny,Drake,1,51
2019,10,12,13,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,40
2019,10,12,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,58
2019,10,12,15,Loco Contigo,DJ Snake,J Balvin,10,16
2019,10,12,15,Loco Contigo,DJ Snake,Tyga,10,16
2019,10,12,16,Calma,Pedro Capo,Farruko,5,40
2019,10,12,17,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,7
2019,10,12,18,Te Bote,Casper Magico,Nio Garcia,1,75
2019,10,12,18,Te Bote,Casper Magico,Darell,1,75
2019,10,12,18,Te Bote,Casper Magico,Nicky Jam,1,75
2019,10,12,18,Te Bote,Casper Magico,Ozuna,1,75
2019,10,12,18,Te Bote,Casper Magico,Bad Bunny,1,75
2019,10,12,19,Que Pena,Maluma,J Balvin,19,1
2019,10,12,20,Si Se Da,Myke Towers,Farruko,9,10
2019,10,12,21,Con Altura,Rosalia,J Balvin,16,26
2019,10,12,21,Con Altura,Rosalia,El Guincho,16,26
2019,10,12,22,Que Pretendes,J Balvin,Bad Bunny,3,14
2019,10,12,23,11 PM,Maluma,,16,19
2019,10,12,24,Baila Baila Baila,Ozuna,Daddy Yankee,6,33
2019,10,12,24,Baila Baila Baila,Ozuna,J Balvin,6,33
2019,10,12,24,Baila Baila Baila,Ozuna,Farruko,6,33
2019,10,12,24,Baila Baila Baila,Ozuna,Anuel AA,6,33
2019,10,12,25,Secreto,Anuel AA,Karol G,4,38
2019,10,19,1,China,Anuel AA,Daddy Yankee,1,12
2019,10,19,1,China,Anuel AA,Karol G,1,12
2019,10,19,1,China,Anuel AA,Ozuna,1,12
2019,10,19,1,China,Anuel AA,J Balvin,1,12
2019,10,19,2,Otro Trago,Sech,Darell,1,23
2019,10,19,2,Otro Trago,Sech,Nicky Jam,1,23
2019,10,19,2,Otro Trago,Sech,Ozuna,1,23
2019,10,19,2,Otro Trago,Sech,Anuel AA,1,23
2019,10,19,3,Callaita,Bad Bunny,Tainy,2,19
2019,10,19,4,Adicto,Tainy,Anuel AA,1,7
2019,10,19,4,Adicto,Tainy,Ozuna,1,7
2019,10,19,5,No Me Conoce,Jhay Cortez,J Balvin,3,20
2019,10,19,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,20
2019,10,19,6,Con Calma,Daddy Yankee,Snow,1,37
2019,10,19,7,Despacito,Luis Fonsi,Daddy Yankee,1,143
2019,10,19,7,Despacito,Luis Fonsi,Justin Bieber,1,143
2019,10,19,8,La Cancion,J Balvin,Bad Bunny,6,15
2019,10,19,9,Mi Gente,J Balvin,Willy William,1,119
2019,10,19,9,Mi Gente,J Balvin,Beyonce,1,119
2019,10,19,10,Soltera,Lunay,Daddy Yankee,2,22
2019,10,19,10,Soltera,Lunay,Bad Bunny,2,22
2019,10,19,11,Taki Taki,DJ Snake,Selena Gomez,1,54
2019,10,19,11,Taki Taki,DJ Snake,Ozuna,1,54
2019,10,19,11,Taki Taki,DJ Snake,Cardi B,1,54
2019,10,19,12,MIA,Bad Bunny,Drake,1,52
2019,10,19,13,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,41
2019,10,19,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,59
2019,10,19,15,Calma,Pedro Capo,Farruko,5,41
2019,10,19,16,Loco Contigo,DJ Snake,J Balvin,10,17
2019,10,19,16,Loco Contigo,DJ Snake,Tyga,10,17
2019,10,19,17,Te Bote,Casper Magico,Nio Garcia,1,76
2019,10,19,17,Te Bote,Casper Magico,Darell,1,76
2019,10,19,17,Te Bote,Casper Magico,Nicky Jam,1,76
2019,10,19,17,Te Bote,Casper Magico,Ozuna,1,76
2019,10,19,17,Te Bote,Casper Magico,Bad Bunny,1,76
2019,10,19,18,La Mejor Version de Mi,Natti Natasha,Romeo Santos,18,1
2019,10,19,19,Si Se Da,Myke Towers,Farruko,9,11
2019,10,19,20,Que Pena,Maluma,J Balvin,19,2
2019,10,19,21,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,8
2019,10,19,22,11 PM,Maluma,,16,20
2019,10,19,23,Si Te Vas,Sech,Ozuna,23,1
2019,10,19,24,Que Pretendes,J Balvin,Bad Bunny,3,15
2019,10,19,25,Con Altura,Rosalia,J Balvin,16,27
2019,10,19,25,Con Altura,Rosalia,El Guincho,16,27
2019,10,26,1,Otro Trago,Sech,Darell,1,24
2019,10,26,1,Otro Trago,Sech,Nicky Jam,1,24
2019,10,26,1,Otro Trago,Sech,Ozuna,1,24
2019,10,26,1,Otro Trago,Sech,Anuel AA,1,24
2019,10,26,2,Callaita,Bad Bunny,Tainy,2,20
2019,10,26,3,Adicto,Tainy,Anuel AA,1,8
2019,10,26,3,Adicto,Tainy,Ozuna,1,8
2019,10,26,4,China,Anuel AA,Daddy Yankee,1,13
2019,10,26,4,China,Anuel AA,Karol G,1,13
2019,10,26,4,China,Anuel AA,Ozuna,1,13
2019,10,26,4,China,Anuel AA,J Balvin,1,13
2019,10,26,5,No Me Conoce,Jhay Cortez,J Balvin,3,21
2019,10,26,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,21
2019,10,26,6,La Cancion,J Balvin,Bad Bunny,6,16
2019,10,26,7,Despacito,Luis Fonsi,Daddy Yankee,1,144
2019,10,26,7,Despacito,Luis Fonsi,Justin Bieber,1,144
2019,10,26,8,Con Calma,Daddy Yankee,Snow,1,38
2019,10,26,9,Mi Gente,J Balvin,Willy William,1,120
2019,10,26,9,Mi Gente,J Balvin,Beyonce,1,120
2019,10,26,10,Soltera,Lunay,Daddy Yankee,2,23
2019,10,26,10,Soltera,Lunay,Bad Bunny,2,23
2019,10,26,11,Taki Taki,DJ Snake,Selena Gomez,1,55
2019,10,26,11,Taki Taki,DJ Snake,Ozuna,1,55
2019,10,26,11,Taki Taki,DJ Snake,Cardi B,1,55
2019,10,26,12,MIA,Bad Bunny,Drake,1,53
